N°,Zona,Un.lect.,Contrato,Tp.tarifa,Instalacion,Fact.cálculo,Equipo,Número de serie,Fabricante,Denomin.tipo,DS,¿Telesgestionada?,Tipo de medicion,Lista,Municipio,Población,Distrito,Calle,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,Prioridad,Promedio,% Variacion,Tendencia ,Grafico ,Ordenes,Observacion
809,ST,ST_01_07,601677900,G_GMH,30446297,120,1.00E+11,1105329,LANDIS + GYR,E650 S4x RXR F5S,DS101286,Medición Convencional ,Medicion Secundaria,ALCALDIA MUNICIPAL DE ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,URB MADRE SELVA,PORTONES MADRE SELVA I,CALZADA EL NOGAL,5184.00,6696.00,8124.00,8688.00,8904.00,8928.00,9204.00,9468.00,9216.00,8400.00,8376.00,8400.00,8148.00,8280.00,8268.00,8640.00,9024.00,8376.00,8628.00,9000.00,8844.00,8328.00,8568.00,8376.00,7992.00,7884.00,7980.00,7980.00,8832.00,8748.00,8328.00,8844.00,8592.00,8604.00,8376.00,8244.00,7836.00,7728.00,8784.00,9000.00,8580.00,8220.00,9000.00,9000.00,8256.00,8256.00,Baja,"8,416",5.71%,-,,,
1008,ST,ST_78_16,512583901,E_GMH,30291987,2400,1.00E+11,479470,SIEMENS,LIBRA (114E),CT11079,Medición Tele gestionada,Medicion Primaria ,COMERCIALIZADORA NAVONA S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,URB MADRE SELVA,LLAMA DEL BOSQUE,221040.00,244560.00,252960.00,232080.00,231600.00,241680.00,260160.00,246720.00,251760.00,245520.00,228960.00,242160.00,219360.00,228480.00,242880.00,146640.00,129360.00,126960.00,156240.00,145200.00,170640.00,185760.00,162240.00,176400.00,164640.00,170400.00,186480.00,181200.00,195600.00,201360.00,196320.00,189600.00,196080.00,192720.00,183120.00,185280.00,181680.00,195360.00,183360.00,203280.00,199680.00,200400.00,199440.00,198960.00,188880.00,188880.00,Alta,"199,393",16.73%,-,,,
814,ST,ST_01_10,503620601,G_MMH,30190213,120,1.00E+11,106277,SIEMENS,RXRS4 (114E),CT5947,Medición Convencional ,Medicion Secundaria,BANCO SALVADOREÑO,ANTIGUO CUSCATLAN,SANTA ELENA,RES SANTA ELENA,BLVD ORDEN DE MALTA,5628.00,5976.00,5616.00,6156.00,6156.00,6252.00,6180.00,6744.00,6456.00,6552.00,6528.00,6204.00,6000.00,6120.00,6180.00,6552.00,6672.00,5796.00,6756.00,7044.00,7392.00,7236.00,6036.00,6876.00,5760.00,5628.00,6108.00,6348.00,6816.00,6720.00,6408.00,6336.00,6840.00,6576.00,5760.00,5544.00,5772.00,5628.00,6096.00,6156.00,6084.00,5568.00,6372.00,5988.00,5508.00,5508.00,Baja,"6,231",7.51%,-,,,
1004,ST,ST_78_16,512623801,G_GMH,30328311,600,1.00E+11,182981,LANDIS + GYR,RXRS4,CT10905,Medición Tele gestionada,Medicion Primaria ,FISCALIA GENERAL DE LA REPUBLICA,ANTIGUO CUSCATLAN,SANTA ELENA,URB CUMBRES DE MADRE SELVA III,CALLE CORTEZ BLANCO  PONIENTE,31800.00,36180.00,40560.00,33720.00,34140.00,36780.00,40680.00,36660.00,38640.00,36900.00,37320.00,40080.00,31680.00,39060.00,41160.00,28080.00,28920.00,28920.00,35340.00,29400.00,33420.00,37260.00,32940.00,37320.00,31140.00,36360.00,40140.00,33480.00,40500.00,42600.00,39240.00,35880.00,40080.00,39660.00,41880.00,36540.00,38280.00,41580.00,35580.00,37800.00,36300.00,38940.00,34980.00,37980.00,34740.00,34740.00,Media,"36,421",9.94%,-,,,
125,QZ,QZ_78_02,512640601,G_GMH,30341819,120,1.00E+11,182930,LANDIS + GYR,RXRS4,CT30014,Medición Convencional ,Medicion Secundaria,DISTRIBUIDORA DLF ESQUIVEL S.A. DE C.V.,NEJAPA,CANTON ALDEAS DE MERCEDES,ALDEAS DE MERCEDES,CARRETERA A APOPA,7212.00,9072.00,9360.00,8124.00,8724.00,9312.00,10536.00,9276.00,10224.00,10200.00,8784.00,9120.00,8256.00,9264.00,9048.00,9912.00,8580.00,8820.00,9180.00,8208.00,9168.00,9960.00,8100.00,8988.00,8412.00,8880.00,9744.00,9600.00,11700.00,11976.00,9840.00,8796.00,8100.00,7836.00,7200.00,7056.00,6960.00,8160.00,7704.00,7452.00,7788.00,8544.00,8436.00,8604.00,8436.00,8436.00,Baja,"8,850",11.80%,-,,,
1246,ST,ST_78_01,207029901,G_GMH,30094608,80,1.00E+11,115313,SIEMENS,RXRS4 (114E),CT900273,Medición Convencional ,Medicion Secundaria,BANCO SALVADOREÑO S.A.,SANTA TECLA,SANTA TECLA,SANTA TECLA,1° AVENIDA NORTE,5224.00,5896.00,6704.00,5632.00,6608.00,6840.00,6800.00,6880.00,6880.00,6368.00,6152.00,6256.00,5672.00,5984.00,6600.00,7512.00,6280.00,6144.00,6448.00,6064.00,5896.00,6248.00,5368.00,5736.00,6120.00,6144.00,6296.00,6024.00,7008.00,7704.00,7560.00,7552.00,6600.00,6352.00,6200.00,5888.00,5984.00,6848.00,6176.00,6264.00,6752.00,7176.00,7112.00,6800.00,6328.00,6328.00,Baja,"6,422",8.36%,-,,,
871,ST,ST_78_05,512656801,G_GMH,30356957,120,1.00E+11,66856,LANDIS + GYR,RXRS4,CT11098,Medición Convencional ,Medicion Secundaria,"CORPAN, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,CTRO COM PLAZA EL MADERO,BLVD SANTA ELENA,36480.00,34440.00,34452.00,32580.00,35544.00,35868.00,34524.00,36324.00,35664.00,33684.00,34980.00,39444.00,39636.00,33264.00,35292.00,25176.00,23088.00,22656.00,25728.00,24696.00,29676.00,34128.00,30000.00,35436.00,35568.00,31464.00,35964.00,32088.00,35664.00,37968.00,36660.00,37500.00,35988.00,34632.00,36564.00,38100.00,35688.00,34920.00,34416.00,39024.00,37620.00,38208.00,40116.00,37188.00,36540.00,36540.00,Media,"34,373",12.24%,-,,,
107,OP,OP_78_02,512663901,G_GMH,30362560,80,1.00E+11,1103639,LANDIS + GYR,E650 S4x RXR F9S,CT10704,Medición Convencional ,Medicion Secundaria,JULIO MENJIVAR CHACON,SAN JUAN OPICO,CANTON SAN NICOLAS LA ENCARNAC,CASERIO SAN NICOLAS LA ENCARNACION,CALLE PRINCIPAL,2136.00,2880.00,3312.00,3824.00,1664.00,1656.00,288.00,840.00,504.00,304.00,392.00,1312.00,3688.00,4672.00,5216.00,272.00,32.00,0.00,0.00,0.00,0.00,83.00,0.00,288.00,1120.00,2520.00,3488.00,3896.00,1528.00,272.00,488.00,544.00,128.00,0.00,608.00,1448.00,1448.00,4744.00,4432.00,0.00,1360.00,0.00,0.00,0.00,0.00,0.00,Baja,"1,335",119.09%,-,,,
326,SS,SS_14_07,512665301,G_MMH,30363545,60,1.00E+11,321786,LANDIS + GYR,RXRS4,CT30063,Medición Convencional ,Medicion Secundaria,FISCALIA GENERAL DE LA REPUBLICA,ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,JARDINES DE SAN FRANCISCO,CALLE 3,3774.00,4710.00,5214.00,4836.00,4506.00,4248.00,5850.00,5226.00,5184.00,5358.00,5514.00,5172.00,3618.00,5082.00,5274.00,2616.00,2592.00,2970.00,2832.00,2862.00,3486.00,4038.00,3780.00,4146.00,3576.00,3906.00,4050.00,3492.00,4176.00,4410.00,4842.00,4362.00,4536.00,4326.00,4938.00,3660.00,4392.00,5466.00,4674.00,4740.00,4488.00,5442.00,5022.00,5346.00,5076.00,5076.00,Baja,"4,411",18.90%,-,,,
578,SS,SS_01_01,105262602,G_MMP,30145237,120,1.00E+11,479295,SIEMENS,LIBRA (114E),DS101182,Medición Convencional ,Medicion Secundaria,"DELSUR, S.A. DE C.V.",SAN SALVADOR,COLONIA CUCUMACAYAN,COLONIA CUCUMACAYAN,25° AVENIDA SUR,3948.00,3528.00,3180.00,4140.00,5040.00,5580.00,5880.00,6360.00,5760.00,5652.00,5328.00,5148.00,4644.00,5016.00,5124.00,5760.00,4860.00,5256.00,4932.00,5340.00,4428.00,4968.00,4920.00,4908.00,4164.00,4848.00,5268.00,5112.00,5556.00,5580.00,5208.00,5700.00,5016.00,5004.00,4800.00,4608.00,3852.00,4248.00,5148.00,5148.00,5016.00,4224.00,4764.00,4476.00,3756.00,3756.00,Baja,"4,890",13.41%,-,,,
1206,ST,ST_05_06,511228101,G_MBH,30351722,80,1.00E+11,222648,LANDIS + GYR,RXRS4,DS113030,Medición Convencional ,Medicion Secundaria,ALCALDIA MUNICIPAL DE SANTA TECLA,SANTA TECLA,SANTA TECLA,SANTA TECLA,1° CALLE PONIENTE,2248.00,2040.00,2304.00,2080.00,1968.00,2616.00,2800.00,2560.00,2536.00,2424.00,2792.00,3264.00,2376.00,2752.00,2672.00,1736.00,1208.00,1464.00,1816.00,2232.00,1592.00,1968.00,2688.00,2656.00,2040.00,2448.00,2384.00,2264.00,2512.00,3328.00,3152.00,3568.00,3240.00,3552.00,3248.00,0.00,0.00,0.00,0.00,,,,,,,,#N/D,#N/D,0.00%,-,,,
141,QZ,QZ_60_01,512733101,E_GMH,30242748,14400,1.00E+11,213866,LANDIS + GYR,RXRS4,CT3161,Medición Tele gestionada,Medicion Primaria ,CORP.INDUST.CENTROAMERICANA,QUEZALTEPEQUE,QUEZALTEPEQUE,CIUDAD DE QUEZALTEPEQUE,BLVD MONSE?OR ROMERO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Baja,0,0.00%,-,,,
491,SS,SS_08_11,512760702,G_MBH,30268187,80,1.00E+11,347323,SIEMENS,RXRS4 (114E),DS113626,Medición Tele gestionada,Medicion Secundaria,ALCALDIA MUNICIPAL DE PANCHIMALCO,PANCHIMALCO,PANCHIMALCO,BARRIO SAN ESTEBAN,AVENIDA SALARUE,4776.00,4896.00,5632.00,6240.00,5312.00,5168.00,5976.00,5136.00,6312.00,5632.00,5272.00,5728.00,5560.00,5800.00,6408.00,6736.00,6424.00,5344.00,5128.00,5192.00,5192.00,5784.00,5184.00,5224.00,5424.00,5192.00,5944.00,5336.00,6120.00,6608.00,4776.00,5520.00,5200.00,6160.00,6464.00,5224.00,5560.00,6896.00,5688.00,5056.00,5624.00,5248.00,5136.00,5856.00,4984.00,4984.00,Baja,"5,588",9.49%,-,,,
1621,ZC,ZC_78_04,215770202,G_MMP,30272904,60,1.00E+11,412064,LANDIS + GYR,RXRS4,CT3593,Medición Tele gestionada,Medicion Secundaria,ADESCOCSAJNA SAN JUAN NAHUISTEPEC,SAN PEDRO NONUALCO,CANTON SAN JUAN NAHUISTEPEC,CASERIO DE SAN JUAN NAHUISTEPE,CALLE PRINCIPAL,6054.00,7806.00,8268.00,7374.00,8142.00,7926.00,7782.00,7824.00,6768.00,7404.00,7446.00,8664.00,8244.00,8856.00,9198.00,8490.00,8562.00,8232.00,8610.00,8028.00,8106.00,7746.00,8142.00,7728.00,8448.00,7872.00,8496.00,8208.00,8832.00,8016.00,7776.00,7980.00,8106.00,7596.00,7698.00,8118.00,8238.00,8784.00,8490.00,9324.00,8832.00,7638.00,7440.00,7776.00,7536.00,7536.00,Baja,"8,047",6.43%,-,,,
944,ST,ST_78_09,512832501,G_GMH,30333556,600,1.00E+11,479339,SIEMENS,LIBRA (114E),CT30052,Medición Tele gestionada,Medicion Primaria ,MINISTERIO DE JUSTICIA Y SEGURIDAD PUBLICA,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,JARDINES DE LA HACIENDA,CALLE A LA CAÑADA,57360.00,63840.00,72660.00,70740.00,74220.00,73740.00,74820.00,60780.00,64380.00,70380.00,69660.00,65340.00,58140.00,67620.00,76020.00,53700.00,37980.00,36900.00,40260.00,45360.00,52260.00,52440.00,44400.00,47160.00,47760.00,47160.00,71520.00,55500.00,62340.00,66480.00,62160.00,59100.00,69240.00,65400.00,63060.00,49860.00,59460.00,81480.00,75360.00,80940.00,83760.00,75780.00,68580.00,73560.00,78120.00,78120.00,Alta,"63,150",19.44%,-,,,
419,SS,SS_78_03,512837401,E_GMH,30337480,240,1.00E+11,322057,LANDIS + GYR,RXRS4,CT30056,Medición Convencional ,Medicion Primaria ,"HASBUN SILHY, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,BLVD WALTER DENIGER,24912.00,34848.00,42504.00,29808.00,38376.00,34440.00,41208.00,30144.00,33528.00,32376.00,23928.00,28608.00,23184.00,27048.00,29208.00,30216.00,33984.00,30096.00,31512.00,24000.00,28680.00,31176.00,26712.00,34704.00,41160.00,23328.00,36864.00,34152.00,34128.00,47256.00,46056.00,39888.00,45984.00,41160.00,39120.00,45960.00,47064.00,44520.00,31176.00,30480.00,31872.00,31368.00,21072.00,25848.00,21072.00,21072.00,Media,"33,170",22.38%,-,,,
1132,ST,ST_78_03,505957901,G_MMH,30222556,160,1.00E+11,182931,LANDIS + GYR,RXRS4,CT6517,Medición Convencional ,Medicion Secundaria,"LIVISTO EXPORT,S.A. DE C.V.",NUEVO CUSCATLAN,NUEVO CUSCATLAN,ZONA FRANCA SANTA TECLA,CARRETERA AL PUERTO,1840.00,2304.00,2544.00,0.00,0.00,1328.00,2272.00,2032.00,2144.00,2240.00,2256.00,2384.00,1888.00,1968.00,2400.00,1584.00,1984.00,1552.00,1344.00,1456.00,2128.00,2464.00,1936.00,2272.00,2112.00,2128.00,2224.00,1616.00,2032.00,2400.00,2592.00,2256.00,2288.00,2384.00,2576.00,2208.00,2272.00,2944.00,2960.00,2896.00,2560.00,2464.00,2624.00,2656.00,2368.00,2368.00,Baja,"2,114",28.08%,-,,,
1377,ST,ST_78_08,508948701,G_MMH,30306835,80,1.00E+11,148909,LANDIS + GYR,RXRS4,CT9431,Medición Convencional ,Medicion Secundaria,BANCO DE AMERICA CENTRAL,SANTA TECLA,CIUDAD MERLIOT,JARDINES DE LA LIBERTAD,CALLE CHILTIUPAN,5440.00,5880.00,6984.00,6320.00,6560.00,6376.00,7072.00,6576.00,7200.00,6624.00,6488.00,7000.00,6432.00,6296.00,7072.00,7976.00,9728.00,7912.00,4816.00,7608.00,7688.00,7136.00,5648.00,5688.00,5824.00,6040.00,6992.00,7384.00,8048.00,8000.00,7064.00,7320.00,6696.00,6816.00,6456.00,5864.00,4712.00,6776.00,6784.00,7072.00,6344.00,6432.00,6584.00,6472.00,6392.00,6392.00,Baja,"6,717",12.73%,-,,,
893,ST,ST_78_05,512989801,E_GMH,30290107,80,1.00E+11,321773,LANDIS + GYR,RXRS4,CT30178,Medición Convencional ,Medicion Secundaria,PANACAFE DE EL SALVADOR S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,PLAZA DE SANTA ELENA,BLVD SANTA ELENA,13792.00,13704.00,14352.00,13960.00,15224.00,15544.00,16448.00,16416.00,15568.00,14648.00,14600.00,16464.00,16864.00,15976.00,16624.00,12152.00,11296.00,9488.00,12608.00,12616.00,13464.00,13680.00,12656.00,14960.00,14384.00,13824.00,15792.00,16240.00,16064.00,16880.00,15784.00,18056.00,16848.00,15424.00,14632.00,15256.00,14672.00,14616.00,14392.00,15816.00,15096.00,15688.00,16776.00,14744.00,13256.00,13256.00,Media,"14,796",11.16%,-,,,
731,SS,SS_06_04,513018102,G_GMH,30316062,160,1.00E+11,322076,LANDIS + GYR,RXRS4,CT30683,Medición Convencional ,Medicion Secundaria,IGLESIA TEMPLO PIEDRAS VIVAS,SANTIAGO TEXACUANGOS,SANTIAGO TEXACUANGOS,LOTIFICACION PENSILVANIA,CALLE A SANTIAGO TEXACUANGOS,2768.00,2912.00,3088.00,3136.00,3008.00,3360.00,3680.00,3472.00,3792.00,3600.00,3328.00,3664.00,3328.00,3616.00,3792.00,2784.00,1984.00,1920.00,2096.00,2400.00,2688.00,2656.00,3248.00,3088.00,2784.00,3136.00,3088.00,2928.00,3200.00,3280.00,3216.00,3072.00,3072.00,3392.00,3552.00,3392.00,3200.00,3456.00,3472.00,3840.00,3552.00,3440.00,3568.00,3472.00,3312.00,3312.00,Baja,"3,177",14.02%,-,,,
976,ST,ST_78_15,510832201,G_MMH,30351479,80,1.00E+11,222530,LANDIS + GYR,RXRS4,CT10166,Medición Convencional ,Medicion Secundaria,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,URB SANTA ELENA,BLVD ORDEN DE MALTA,1008.00,2304.00,2624.00,1992.00,2440.00,2808.00,3000.00,2808.00,2776.00,2776.00,2696.00,2768.00,2696.00,2664.00,2992.00,2024.00,1968.00,1672.00,1800.00,1680.00,1696.00,2184.00,2208.00,2760.00,2720.00,3264.00,3264.00,2584.00,3136.00,3152.00,2984.00,2952.00,3192.00,3096.00,3128.00,2752.00,1640.00,824.00,304.00,376.00,360.00,392.00,400.00,336.00,368.00,368.00,Baja,"2,129",45.95%,-,,,
1214,ST,ST_05_12,206566204,G_MMH,30050898,80,1.00E+11,183184,LANDIS + GYR,RXRS4,CT900611,Medición Convencional ,Medicion Secundaria,CREACIONES POPEYE S.A. DE C.V.,SANTA TECLA,CIUDAD MERLIOT,JARDINES DEL VOLCAN,AVENIDA JAYAQUE,1184.00,1632.00,1904.00,1968.00,1416.00,1856.00,1656.00,1280.00,2264.00,1864.00,1352.00,1544.00,912.00,1536.00,1856.00,2112.00,1464.00,2592.00,1720.00,2728.00,2728.00,1760.00,1704.00,2464.00,1208.00,2280.00,2336.00,1904.00,2312.00,2608.00,1928.00,1832.00,2232.00,2456.00,2024.00,1392.00,1968.00,2136.00,1992.00,1912.00,2104.00,2160.00,2360.00,2336.00,1752.00,1752.00,Baja,"1,923",21.44%,-,,,
844,ST,ST_61_01,513179101,E_GMH,30277915,1200,1.00E+11,222485,LANDIS + GYR,RXRS4,CT30207,Medición Tele gestionada,Medicion Primaria ,"TERMOENCOGIBLES, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,JARDINES DE CUSCATLAN,CALLE  L 3,158160.00,195360.00,162240.00,124320.00,194760.00,168000.00,178920.00,161880.00,205680.00,188640.00,180360.00,131760.00,121080.00,176640.00,170160.00,117840.00,139680.00,138240.00,213840.00,207240.00,206400.00,200040.00,140040.00,146880.00,161400.00,185160.00,181440.00,161520.00,193440.00,196080.00,188040.00,155160.00,181080.00,178080.00,172560.00,144480.00,0.00,0.00,0.00,,,,,,,,#N/D,#N/D,0.00%,-,,,
505,SS,SS_10_06,513215001,G_MMH,30310672,60,1.00E+11,321759,LANDIS + GYR,RXRS4,CT30069,Medición Convencional ,Medicion Secundaria,"RIDELSA, S.A. DE C.V.",SAN MARCOS,SAN MARCOS,COLONIA LOS ANDES,7° CALLE ORIENTE,594.00,624.00,582.00,606.00,702.00,564.00,84.00,1182.00,744.00,732.00,678.00,696.00,486.00,696.00,504.00,618.00,504.00,486.00,474.00,12.00,18.00,18.00,18.00,18.00,516.00,492.00,372.00,402.00,432.00,426.00,384.00,336.00,306.00,306.00,336.00,324.00,348.00,360.00,330.00,276.00,384.00,306.00,234.00,300.00,234.00,234.00,Baja,419,55.47%,-,,,
266,RP,RP_78_05,513251401,G_MMH,30342996,80,1.00E+11,322003,SIEMENS,RXRS4 (114E),DS103659,Medición Convencional ,Medicion Secundaria,"LA CHAPINA, S.A. DE C.V.",SAN JUAN TALPA,CANTON COMALAPA,CASERIO COMALAPA,AUTOPISTA A COMALAPA,4712.00,5040.00,5432.00,5200.00,5200.00,4552.00,4960.00,4616.00,5016.00,4640.00,4632.00,4936.00,5384.00,5736.00,5904.00,6312.00,6280.00,6128.00,4592.00,5304.00,4952.00,4856.00,4344.00,4512.00,4840.00,5272.00,6680.00,4832.00,5496.00,5176.00,5256.00,5040.00,4544.00,4488.00,4784.00,4904.00,5200.00,5792.00,5240.00,5344.00,5024.00,5008.00,5280.00,4696.00,4592.00,4592.00,Baja,"5,116",10.28%,-,,,
1458,ST,ST_06_10,513262501,G_MMH,30353365,80,1.00E+11,321761,LANDIS + GYR,RXRS4,CT30246,Medición Convencional ,Medicion Secundaria,"QUICO, S.A. DE C.V.",TALNIQUE,CANTON EL TRANSITO,HACIENDA EL TRANSITO,CALLE  EL TRANSITO,2168.00,2328.00,728.00,1096.00,784.00,960.00,1400.00,1528.00,1504.00,1736.00,1712.00,520.00,656.00,832.00,656.00,608.00,472.00,472.00,384.00,432.00,336.00,336.00,336.00,352.00,336.00,560.00,696.00,760.00,544.00,392.00,424.00,384.00,376.00,384.00,384.00,768.00,736.00,768.00,456.00,416.00,528.00,496.00,440.00,464.00,488.00,488.00,Baja,731,60.67%,-,,,
124,QZ,QZ_78_02,513274601,G_GMH,30363399,60,1.00E+11,322037,LANDIS + GYR,RXRS4,CT30086,Medición Convencional ,Medicion Secundaria,"MAQUIPLASTIC, S.A. DE C.V.",APOPA,CANTON JOYA GALANA,LOTIFICACION AGRICOLA EL ANGEL,CARRETERA ANTIGUA NEJAPA,28806.00,26694.00,32532.00,28080.00,26454.00,31488.00,29244.00,29592.00,31440.00,38124.00,35922.00,36474.00,30768.00,30786.00,34686.00,31044.00,25140.00,26004.00,33696.00,40218.00,42978.00,46608.00,38442.00,44142.00,38220.00,45384.00,51786.00,49536.00,45030.00,48228.00,48516.00,53154.00,54342.00,53832.00,46146.00,36714.00,48660.00,32292.00,29622.00,29286.00,29280.00,26256.00,26004.00,29838.00,25260.00,25260.00,Media,"36,348",24.82%,-,,,
324,SS,SS_14_07,513277401,G_GMH,30365499,60,1.00E+11,66834,LANDIS + GYR,RXRS4,CT30224,Medición Convencional ,Medicion Secundaria,FISCALIA GENERAL DE LA REPUBLICA,ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,JARDINES DE SAN FRANCISCO,CALLE 3,1356.00,2466.00,4074.00,3384.00,2976.00,3210.00,4830.00,4794.00,4542.00,4698.00,3756.00,3894.00,2016.00,3996.00,3960.00,1014.00,1014.00,984.00,1098.00,1080.00,1560.00,2424.00,2058.00,2316.00,1896.00,2736.00,3030.00,2238.00,2772.00,2778.00,3864.00,3774.00,3204.00,3498.00,3984.00,2094.00,1998.00,3714.00,3096.00,3054.00,2514.00,3942.00,3654.00,3582.00,3048.00,3048.00,Baja,"2,935",35.73%,-,,,
336,SS,SS_15_06,102902201,G_MMP,30044290,40,1.00E+11,213676,LANDIS + GYR,ALTIMUS RXR,CT901194,Medición Convencional ,Medicion Secundaria,SHELL EL SALVADOR S A,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,URB LA SULTANA,CALLE MEDITERRANEO,11944.00,12192.00,13288.00,13304.00,13660.00,14428.00,14656.00,14664.00,15272.00,13868.00,13848.00,14324.00,13824.00,14168.00,14192.00,13772.00,14368.00,14424.00,12840.00,13564.00,13328.00,13872.00,13868.00,13564.00,13816.00,13620.00,13396.00,14448.00,14388.00,14392.00,14004.00,15056.00,14008.00,14592.00,13272.00,13208.00,12932.00,13652.00,15016.00,15128.00,14160.00,15016.00,14768.00,13788.00,13024.00,13024.00,Media,"13,912",4.87%,-,,,
227,RP,RP_04_03,513293601,G_GMH,30341977,60,1.00E+11,322005,LANDIS + GYR,RXRS4,CT30243,Medición Convencional ,Medicion Secundaria,CAJA DE CREDITO DE OLOCUILTA COOP.DE R.L.DE C.V.,OLOCUILTA,OLOCUILTA,BARRIO EL CARMEN,AVENIDA LOS DIPLOMATICOS,4518.00,4530.00,4734.00,5172.00,4818.00,4698.00,5310.00,5514.00,5094.00,5154.00,4572.00,5430.00,4884.00,5670.00,5988.00,6024.00,5112.00,4476.00,4548.00,4584.00,4188.00,4818.00,3870.00,4320.00,3978.00,4512.00,4548.00,4278.00,5064.00,5022.00,4542.00,5346.00,4482.00,4638.00,4728.00,4680.00,4632.00,4890.00,4890.00,5166.00,4590.00,4338.00,5226.00,4500.00,4230.00,4230.00,Baja,"4,794",9.93%,-,,,
1258,ST,ST_78_01,513291201,G_GMH,30340253,80,1.00E+11,321994,LANDIS + GYR,RXRS4,DS111696,Medición Convencional ,Medicion Secundaria,"DIHARE, S.A. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,1° CALLE ORIENTE,14848.00,16296.00,16568.00,15392.00,16672.00,17392.00,17264.00,16968.00,17184.00,16488.00,15664.00,16176.00,15744.00,15960.00,17232.00,15984.00,15048.00,15032.00,15472.00,15104.00,16528.00,16384.00,15200.00,16416.00,15792.00,15088.00,16488.00,15936.00,18144.00,18032.00,17920.00,17600.00,17384.00,16688.00,15152.00,16008.00,16352.00,16392.00,15584.00,17472.00,17304.00,17192.00,16760.00,16984.00,16864.00,16864.00,Media,"16,413",5.15%,-,,,
92,OP,OP_78_01,513380701,G_MMH,30388473,40,1.00E+11,322039,LANDIS + GYR,RXRS4,CT30128,Medición Convencional ,Medicion Secundaria,CROWLEY TRANSPORTES EL SALVADOR S.A. DE C.V.,SAN JUAN OPICO,CANTON SITIO DEL NIÑO,SITIO DEL NIÑO,CARRETERA A OPICO,7572.00,8668.00,8976.00,8712.00,8888.00,8896.00,9376.00,9060.00,8508.00,8620.00,7800.00,8748.00,7432.00,7960.00,8572.00,7096.00,7224.00,5956.00,6528.00,6864.00,6484.00,6932.00,6152.00,6296.00,5968.00,5720.00,6296.00,6432.00,8164.00,7700.00,7400.00,7264.00,7448.00,7148.00,6616.00,8112.00,7792.00,9160.00,8340.00,8320.00,8448.00,7912.00,8340.00,8300.00,8044.00,8044.00,Baja,"7,702",12.84%,-,,,
818,ST,ST_01_11,500196201,G_MMP,30340917,80,1.00E+11,66892,SIEMENS,RXRS4 (114E),CT7122,Medición Convencional ,Medicion Secundaria,MYRNA LISSET OLANO DE POHL,ANTIGUO CUSCATLAN,SANTA ELENA,SIERRA DE SANTA ELENA,CALLE TECANA,2144.00,2320.00,1408.00,1416.00,2648.00,2464.00,3008.00,3424.00,2896.00,2632.00,2488.00,1816.00,1408.00,2528.00,2304.00,1344.00,1320.00,1280.00,1184.00,1424.00,2624.00,2472.00,3048.00,3112.00,2816.00,2352.00,2624.00,2728.00,3184.00,3288.00,3064.00,3240.00,2864.00,3040.00,2736.00,2880.00,2504.00,1952.00,2192.00,2200.00,2176.00,2000.00,2176.00,2200.00,1808.00,1808.00,Baja,"2,360",26.16%,-,,,
